latout,lonout
-37.9533,142.084
-37.493,141.0273
-35.0841,143.266
-37.683,144.1192
-37.6848,144.099
-37.8341,143.784
-37.8325,143.7903
-37.1511,141.147
-37.7061,144.2064
-35.9459,143.8298
-35.9474,143.8182
-36.8179,144.0844
-36.8307,143.6862
-36.8402,143.6887
-36.6584,143.2534
-37.0293,143.7232
-36.6563,143.2468
-36.5112,144.462
-36.5161,144.4562
-36.8631,147.6183
-36.4267,143.6043
-36.4283,143.6181
-37.6335,143.7903
-37.6318,143.8072
-37.0701,143.6478
-37.0685,143.6646
-36.841,143.7624
-36.8427,143.7458
