latout,lonout
-37.488,141.0282
-37.4994,141.0081
-37.4934,141.0348
-37.6138,144.2205
-37.8798,145.9206
-37.8812,145.9135
-37.8671,145.9059
-37.8879,145.8877
-37.8342,146.0361
-37.1791,148.838
-37.1807,148.8267
-37.1827,148.9675
-37.1952,148.9708
-37.1513,148.8485
-38.3358,141.5438
-38.3391,141.5372
-38.3375,141.5247
-38.3276,141.5355
-38.3294,141.5164
-37.7951,148.0658
-36.2596,143.2597
-35.3516,143.429
-37.8184,146.04
-37.8162,146.0725
-36.6258,148.0106
-36.6137,148.0078
-36.7501,147.795
-36.7486,147.7893
-36.7363,147.7862
-36.6436,147.9984
-36.6455,147.9756
-36.6522,147.9923
-36.6543,147.9689
-36.64,147.9905
-36.6419,147.9691
-36.2658,145.83
-36.2678,145.801
-36.261,145.822
-36.3435,141.5253
-36.3323,141.5237
-36.3442,141.5141
-37.2223,148.6982
-36.1358,147.201
-37.3398,147.5687
-37.3005,147.4976
-37.2312,148.692
-37.2909,147.4951
-36.8995,143.5335
-37.1863,147.5008
-37.2105,149.037
-37.2325,148.7012
-37.6211,147.362
-37.2886,147.5082
-37.2134,149.0212
-37.5103,149.1893
-37.1983,147.49
-37.222,147.4696
-37.2284,148.7073
-36.3161,145.733
-37.1959,147.504
-37.1887,147.487
-37.2126,147.4659
-37.2296,148.717
-37.3398,147.5634
-37.8746,145.7392
-37.2197,147.483
-36.7467,145.2165
-37.2102,147.4794
-37.2238,149.0241
-37.2983,147.5106
-37.2209,149.04
-36.7309,147.8103
-36.7331,147.7975
-36.721,147.8078
-36.7232,147.7948
-36.7256,147.7814
-36.728,147.7675
-36.7111,147.8052
-36.7134,147.7922
-38.5462,146.5736
-36.7355,147.7838
-36.7379,147.7699
-38.369,146.0602
-38.3708,146.0485
-36.3391,144.2465
-36.3407,144.2354
-36.2283,143.9334
-36.1382,145.9635
-36.1359,146.037
-36.1417,146.0013
-36.1981,145.7702
-36.1695,146.0083
-36.1056,144.9385
-36.151,146.0036
-36.134,146.0488
-36.1715,145.9964
-36.1199,145.4445
-36.1401,145.9516
-36.1119,145.4477
-36.0387,143.2525
-36.2647,145.1644
-36.2,145.7585
-37.8714,145.7445
-37.312,148.6536
-38.37,146.0655
