latout,lonout
-34.288,141.7027
-36.938,145.8297
-36.9398,145.8181
-36.9289,145.8272
-36.9359,145.8325
-36.9418,145.8242
-37.1281,148.7544
-37.1265,148.7657
-37.3486,142.2073
-37.355,142.1935
-37.3532,142.2159
-36.4588,141.7701
-36.4711,141.7717
-36.4569,141.7913
-37.3384,142.1842
-37.3365,142.2052
-37.3505,142.1859
-36.2407,147.4599
-36.2422,147.4483
-37.32,142.1927
-37.3274,142.2098
-36.2706,141.826
-37.8601,146.1146
-37.8566,146.1097
-36.5157,147.3446
-37.862,146.0845
-37.8708,146.1098
-36.5143,147.3489
-36.8749,147.0352
-36.2728,147.4549
-36.2534,147.4494
-36.2458,147.4345
-36.2555,147.4372
