latout,lonout
-38.1293,145.1877
-38.1347,145.1635
-38.1327,145.1841
-38.12,145.1797
-34.6446,141.5645
-34.6611,141.5657
-34.6548,141.5577
-34.6567,141.5332
-34.6433,141.5833
-34.6605,141.5304
-34.6474,141.5806
-37.3954,143.5942
-37.4061,143.5901
-37.4027,143.5726
-38.2363,144.1492
-38.2347,144.1607
-35.7989,141.2693
-35.796,141.2851
-35.7938,141.2577
-35.8179,141.2481
-35.7909,141.2734
-35.7879,141.2892
-35.8044,141.2607
-35.8014,141.2765
-35.7855,141.282
-35.7884,141.2662
-35.8018,141.2535
-35.7981,141.28
-35.7945,141.2708
-35.7976,141.287
-35.7977,141.2474
-35.795,141.2648
-35.8274,141.2389
-35.8292,141.2566
-35.8161,141.2405
-35.6616,143.3316
