latout,lonout
-37.3633,143.4735
-37.356,143.4884
-37.3539,143.476
-38.0195,141.6965
-37.5522,143.5533
-37.612,143.5317
-37.3654,143.4859
-38.3578,146.6365
-38.058,142.5421
-38.4016,143.7932
-38.21,142.0646
-38.2083,142.076
-38.1987,144.079
-38.1736,143.9933
-38.1715,144.0058
-37.51,143.0741
-37.5561,143.5453
-36.8924,143.3427
-37.5434,143.5038
-37.3582,143.9406
-37.5454,143.4916
-37.5731,142.6132
-37.575,142.6016
-37.3664,141.9186
-37.5346,142.8588
-37.0878,143.6361
-37.0898,143.6237
-36.69,142.5392
-36.6992,142.5415
-36.8039,141.7958
-37.8089,142.1565
-38.0502,141.4649
-37.4874,141.216
-37.7952,142.9073
-37.9562,142.9973
-37.9581,142.9855
-38.0139,143.7488
-37.489,141.2046
-37.4867,142.2201
-37.5156,142.2153
-37.5048,142.2244
-37.4957,142.2222
-37.4992,142.1996
-37.7875,143.0159
-37.6456,143.321
-38.0159,143.7364
-37.0804,143.6213
-35.793,143.7714
-37.6824,143.0316
-37.6935,143.0221
-37.6916,143.034
-37.6562,142.6771
-37.6343,142.6958
-37.6361,142.6841
-37.4008,143.0035
-37.7481,143.6213
-36.6824,141.1168
-37.6213,143.5297
-37.6621,143.3378
-37.3713,143.4845
-37.3733,143.4723
-37.3619,143.4821
-38.0201,143.7442
-38.018,143.7566
-36.6841,141.1056
-37.7168,143.1768
-37.6762,142.9137
-37.3639,143.4698
-37.6529,143.3354
-37.6468,142.9185
-37.7149,143.1888
-37.713,143.2008
-37.4437,143.6629
-37.4457,143.6507
-37.4477,143.6384
-36.6609,144.645
-36.6713,144.6389
-37.4686,142.2158
-37.8467,142.4644
-37.4776,142.2179
-37.4884,142.2088
-37.391,145.1199
-37.3935,145.106
-36.0908,145.9584
-36.4669,144.8613
-36.3003,145.5859
-36.3031,145.5912
-36.4161,145.6312
-36.2934,145.6613
-36.6169,143.5241
-36.8824,147.4682
-36.042,146.5266
-36.2953,145.6497
-36.6153,143.5353
-37.3563,143.4883
-36.4323,144.6898
-37.3654,143.4902
-37.3669,143.4788
-37.3579,143.4768
-35.2862,143.1594
-35.295,143.1428
-35.2846,143.1445
-35.2967,143.1577
-37.3529,143.483
-38.525,146.5713
-38.5237,146.5821
-38.5256,146.5383
-37.7272,148.2081
-37.707,148.0353
-37.7143,148.1725
-37.7083,148.028
-36.0612,147.6434
-34.6824,141.4127
-36.6031,144.7822
-37.7075,148.0428
-37.7078,148.2101
-36.2621,147.5914
-38.2323,147.1649
-36.6432,144.7131
-36.3596,145.4258
-37.5862,141.3527
-36.8548,146.507
-36.3626,145.5582
-36.8637,146.5177
-36.3062,145.7615
-36.1271,145.2754
-36.1152,145.2737
-36.117,145.2539
-37.4428,143.2337
-36.6153,142.2367
-37.746,141.3141
-36.9907,143.4309
-37.4334,143.2475
-37.4407,143.2619
-36.6171,142.2253
-36.6261,142.2275
-36.6244,142.2389
-38.2026,142.9992
-38.1381,144.093
-38.1359,144.1057
-36.1516,146.4872
-36.1406,146.484
-38.3582,143.8698
-38.3708,146.6486
-38.3486,143.8731
-36.6233,146.9774
-36.378,144.6174
-37.4319,143.2417
-38.0359,142.0523
-37.6137,142.9909
-37.6097,142.998
-36.7555,146.9575
-37.7654,141.33
-37.7562,141.328
-37.7639,141.3418
-37.6424,142.501
-37.7547,141.3399
-38.0363,142.0513
-38.0348,142.063
-36.5357,143.2868
-38.5427,146.4038
-38.541,146.4153
