latout,lonout
-36.5994,147.7879
-36.6084,147.7859
-36.61,147.797
-36.6116,147.8082
-36.6205,147.8111
-36.6229,147.7645
-36.6401,147.8184
-36.6417,147.8296
-36.6425,147.7717
-36.6515,147.7697
-36.9479,148.2243
-36.9495,148.2357
-36.9608,148.1923
-37.1907,148.9865
-37.0716,147.999
-37.2137,149.0176
-37.0806,147.9969
-37.0871,148.0419
-37.0896,147.9948
-37.2441,148.9816
-37.2247,148.6993
-37.2263,148.7109
-37.2747,148.999
-37.2979,149.0309
-37.2135,148.0954
-37.2151,148.1069
-37.2348,148.1142
-37.2455,148.1236
-37.2471,148.135
-37.3584,148.9396
-37.36,148.9514
-37.3581,148.8676
-37.3598,148.8798
-37.3614,148.8919
-37.3676,148.9377
-37.3692,148.9496
-37.3673,148.8658
-37.369,148.878
-37.3781,148.8762
-37.3798,148.8881
-37.389,148.8863
-37.4252,147.4586
-37.4359,147.4678
-37.4449,147.4658
-37.4466,147.477
-37.6519,148.9342
-37.4859,147.4914
-37.3859,149.4042
-37.3703,149.421
-37.3744,149.4009
-37.3785,149.3805
-37.3631,149.3964
-37.3671,149.3769
-37.3711,149.3572
-37.3557,149.373
-37.3578,149.3886
-37.3616,149.3694
-37.3971,148.8864
-37.4009,148.8674
-37.3862,148.8821
-37.2969,149.0376
-37.3008,149.018
-37.2898,149.0128
-37.4655,148.0479
-37.4687,148.0315
-37.455,148.0441
-37.4097,148.2217
-37.4412,148.0577
-37.4445,148.0406
-37.4307,148.0541
-37.2077,149.0216
-37.2187,148.966
-37.2612,148.7492
-37.2644,148.7329
-37.1964,149.0185
-37.2037,148.9812
-37.2076,148.9618
-37.2499,148.7469
-37.2531,148.7305
-37.2565,148.7131
-37.185,149.0153
-37.1887,148.9965
-37.1926,148.9772
-37.2421,148.7267
-37.2457,148.7083
-37.4767,147.4957
-37.4795,147.4806
-37.2349,148.704
-37.2384,148.6857
-37.4692,147.4776
-37.2239,148.7002
-37.459,147.4743
-37.4618,147.4592
-37.4489,147.4704
-37.4517,147.4554
-37.4433,147.4621
-37.4329,147.4598
-36.9557,148.2231
-36.6369,147.8254
-36.6267,147.8204
-36.6211,147.8293
-36.6244,147.8111
-36.614,147.807
-36.6167,147.7925
-36.5416,148.0697
-36.5311,148.0648
-37.3605,149.3856
-37.3453,149.3841
-37.3471,149.3499
-37.3483,149.3793
-37.2046,148.9667
-37.2098,148.9619
-37.2233,148.7285
-36.6162,147.8332
-36.6277,147.7623
-36.6294,147.7763
-36.6375,147.7607
-36.6391,147.774
-36.6472,147.8418
-36.6488,147.7719
-36.6587,147.7709
-36.6604,147.785
-36.6817,147.7955
-37.1742,148.989
-37.1759,149.0045
-37.1951,148.985
-37.1901,148.9802
-37.2006,148.9784
-37.2051,148.9659
-36.6564,147.8307
-37.4501,149.8057
-36.7029,147.7934
-36.7048,147.7818
-36.6587,147.7691
-36.6605,147.7577
-36.5254,148.082
-36.6419,147.7612
-36.6919,147.7847
-36.6936,147.7959
-36.7027,147.7763
-36.642,147.8558
-36.6425,147.7536
-36.6461,147.7483
-36.6505,147.7572
-37.3438,149.3995
-37.3398,149.3635
-37.2659,148.7285
-37.2569,148.7265
-37.2585,148.7151
-37.2273,148.7494
-37.2263,148.691
-37.2173,148.689
-36.9527,148.2047
-36.9558,148.1822
-36.9573,148.1709
-36.9446,148.2089
-36.9312,148.1712
-36.7,147.7744
-36.697,147.7272
-36.6863,147.7368
-36.6878,147.7255
-36.6772,147.7351
-36.6787,147.7237
-36.6651,147.7556
-36.6681,147.7332
-36.656,147.7539
-36.6575,147.7427
-36.6468,147.7521
-36.5396,148.0553
-36.6542,147.7591
-36.6616,147.7438
-37.2176,148.7565
-36.9257,148.2103
-37.2614,148.7205
-37.2607,148.7314
-37.4793,149.8488
-37.496,149.8392
-37.485,149.8499
-37.4865,149.8373
-37.2979,148.7942
-37.2876,148.7914
-37.2925,148.787
-37.4848,149.8365
-37.4948,149.8337
-36.5956,141.2715
-36.5718,141.2811
