latout,lonout
-37.4464,148.0452
-37.4451,148.0498
-37.5782,142.6375
-37.5798,142.6262
-37.4743,148.4871
-36.7816,143.473
-36.7835,143.4935
-35.1771,141.6177
-35.2428,141.4729
-37.8034,143.6364
-37.8051,143.6537
-36.6431,142.3732
-36.6447,142.357
-35.9798,141.8114
-35.9778,141.806
-37.3019,147.5183
-37.299,147.5339
-37.2474,148.8971
-37.2329,147.4432
-37.2325,148.9121
-37.3094,147.5368
-37.3123,147.5211
-37.2256,147.4236
-37.2362,148.8938
-37.2358,147.4274
-37.2227,147.4393
-36.1683,143.1759
-36.4422,142.2405
-36.4407,142.2517
-36.4513,142.2425
-36.4497,142.2537
-35.208,141.0023
-36.1675,141.7712
-36.1659,141.7824
-35.3988,143.2041
-35.4005,143.193
-35.2509,142.5906
-36.6515,142.1252
-35.8491,141.955
-35.8476,141.9661
-35.8572,141.9509
-35.8557,141.962
-36.2476,142.0941
-35.4352,141.0188
-35.4314,141.0381
-35.4236,141.0152
-35.4198,141.0345
-35.4082,141.031
-36.813,142.5845
-37.2842,145.95
-37.7816,142.2251
-37.671,144.1819
-36.7182,142.4989
-36.7296,142.4923
-36.7317,142.4617
-36.7152,142.4909
-36.6334,142.3854
-36.635,142.39
-36.7173,142.4603
-36.7346,142.4697
-36.7202,142.4682
-37.8899,143.9111
-38.0565,143.1532
-38.058,143.1413
-38.0473,143.1512
-38.0489,143.1394
-35.7127,143.1936
-37.7986,145.7894
-37.8758,145.6895
-37.8084,145.751
-37.1723,141.0531
-37.1675,141.0754
-37.1679,141.0702
-37.9341,142.477
-37.9282,142.5032
-37.8665,146.1207
-37.7715,145.9553
-37.7731,145.9397
-37.8595,146.1061
-37.9099,143.1566
-37.1265,143.9211
-37.128,143.9075
-36.7675,143.6012
-37.9083,143.1718
-38.0338,143.2048
-38.0354,143.1894
-37.864,146.1171
-37.9318,145.8865
-37.6386,146.1736
-37.9225,145.8849
-37.7236,146.149
-37.7129,146.1586
-36.8422,145.2535
-37.6401,146.162
-37.8405,146.0338
-36.033,145.6935
-36.24,146.059
-36.3637,144.8802
-36.161,146.1766
-36.2812,145.8916
-36.2385,146.0703
-36.2284,145.8163
-36.165,146.3513
-36.0437,145.7546
-35.614,143.502
-36.6171,142.3917
-36.0078,143.2349
-36.4471,142.8298
-35.6125,143.5154
-35.6229,143.509
-35.6684,143.0088
-35.613,143.5073
-36.6278,142.3934
-35.1097,142.7723
-35.1081,142.7866
-36.4487,142.8148
-36.2463,142.7077
-36.022,143.8214
-36.0007,143.5717
