latout,lonout
-36.9546,144.7115
-36.9564,144.6935
-36.7698,144.8157
-36.7889,144.969
-36.7921,144.9526
-36.773,144.7993
-36.7837,144.8023
-36.7806,144.8188
-36.7877,144.9618
-37.3844,143.3743
-37.382,143.3879
-37.1832,144.1587
-37.1007,144.0964
-37.1859,144.1438
-37.0272,144.2016
-37.03,144.1866
-37.0403,144.1896
-37.2281,144.2408
-37.2372,144.2431
-37.2354,144.2548
-37.1469,144.2867
-37.1378,144.2845
-37.0901,144.1037
-37.2464,144.2453
-37.0831,144.1083
-37.0849,144.0968
-37.2552,144.2289
-37.2643,144.2312
-37.2533,144.2406
-34.5287,141.0678
-34.523,141.0614
-38.2336,147.16
-38.232,147.1715
-38.5443,143.4469
