latout,lonout
-37.2892,148.4648
-37.2601,148.5404
-37.2361,148.5116
-37.2636,148.4476
-37.2585,148.5517
-37.1725,148.3751
-37.2452,148.5137
-37.2772,148.684
-37.2483,148.4911
-37.5007,148.8578
-37.2424,148.4663
-37.2698,148.6707
-37.251,148.5384
-37.2682,148.682
-37.4991,148.8692
-37.1529,148.3826
-37.2788,148.6727
-37.1546,148.382
-37.278,148.6835
-37.1642,148.3743
-37.239,148.4775
-37.2477,148.5123
-37.1528,148.384
-37.2694,148.6775
-37.1508,148.3964
-37.2422,148.5176
-37.2788,148.6802
-37.2499,148.4998
-37.5025,148.8797
-37.2348,148.5032
-37.2443,148.5051
-37.5046,148.8672
-37.2485,148.4796
-37.1468,148.3737
-37.1484,148.3849
-37.1574,148.3829
-37.2734,148.6946
-37.2403,148.5233
-37.2617,148.5422
-37.2717,148.6829
-37.2809,148.6811
-37.1649,148.3697
-37.2626,148.6847
-37.2494,148.5211
-37.234,148.4776
-37.2387,148.5119
-37.2324,148.4663
-37.2601,148.5309
-37.5004,148.8746
-37.2462,148.4984
-37.2297,148.514
-37.2415,148.4641
-37.2526,148.5441
-37.248,148.5012
-37.2176,148.545
-37.2125,148.4933
-37.2463,148.5045
-37.2349,148.5509
-37.2159,148.5473
-37.2281,148.502
-37.2331,148.5532
-37.2301,148.498
-37.2805,149.2545
-37.2771,149.2606
-37.1998,148.5571
-37.2963,148.4457
-37.2416,148.4359
-37.2547,148.4441
-37.2559,148.4411
-38.3415,143.2811
-38.3444,143.2654
-38.3473,143.25
-38.3311,143.2779
-38.334,143.2623
-38.3547,143.2687
-38.3424,143.2617
-37.3066,148.4422
-37.1641,148.3611
-37.2218,148.3909
-37.1628,148.5526
-37.2471,148.4374
-37.2667,148.4339
-37.1783,148.4148
-37.2317,148.3934
-37.2487,148.4236
-37.2353,148.4512
-37.1063,148.4205
-37.0964,148.4181
-37.1425,148.371
-37.1327,148.3675
-37.0996,148.3901
-37.1112,148.3778
-37.1011,148.3761
-37.1096,148.392
-37.1079,148.4067
-37.159,148.3556
-37.1962,148.5615
-37.2012,148.4739
-37.1937,148.575
-37.186,148.4993
-37.2571,148.679
-37.1465,148.3666
-37.1492,148.3616
-37.139,148.3599
-37.1012,148.3945
-37.0885,148.4064
-37.0986,148.4088
-37.154,148.5399
-37.1364,148.4287
-37.138,148.4412
-37.225,148.5591
-37.1607,148.3561
-37.2203,148.4521
-37.2127,148.4645
-37.2012,148.4587
-37.204,148.4685
-37.188,148.5609
-37.3009,148.4473
-37.1562,148.3546
-37.1896,148.5768
-37.3009,148.442
-37.1342,148.3593
-37.0927,148.4065
-37.1451,148.3565
-37.1466,148.3717
-37.1864,148.5794
-37.1893,148.5832
-37.1669,148.534
-37.1695,148.5382
-37.2649,148.5116
-37.1603,148.3339
-37.1582,148.3571
-37.1862,148.5412
-37.1649,148.4464
-37.1949,148.4843
-37.3224,148.4379
-37.236,148.3992
-37.1924,148.3771
-37.1715,148.5141
-37.1697,148.5256
-37.1558,148.4443
-37.2377,148.3877
-37.1575,148.4327
-37.3059,148.4224
-37.2705,148.4195
-37.1786,148.356
-37.219,148.5726
-37.2878,148.4181
-37.3133,148.4358
-37.1769,148.3672
-37.2234,148.42
-37.1593,148.4212
-37.22,148.443
-37.1876,148.4703
-37.2217,148.4316
-37.4001,148.0437
-37.3297,148.4516
-37.2506,148.4268
-37.2287,148.3857
-37.1531,148.3382
-37.2092,148.4522
-37.1662,148.5482
-37.2969,148.4201
-37.1541,148.4557
-37.1506,148.4785
-37.2109,148.4408
-37.2019,148.4382
-37.2126,148.4293
-37.1859,148.3696
-37.3206,148.4493
-37.1509,148.5387
-37.1946,148.4242
-37.1631,148.4578
-37.2398,148.436
-37.1929,148.4355
-37.2722,148.4083
-37.1514,148.3496
-37.2036,148.4268
-37.1827,148.5638
-37.2394,148.3764
-37.184,148.4935
-37.1788,148.5275
-37.2788,148.4159
-37.1736,148.5617
-37.2001,148.4496
-37.2213,148.3724
-37.1966,148.4727
-37.168,148.537
-37.277,148.4273
-37.19,148.5773
-37.3314,148.4401
-37.2304,148.3745
-37.4451,148.2966
-37.2952,148.4315
-37.3098,148.4587
-37.3241,148.4267
-37.2343,148.4106
-37.1696,148.3535
-37.2547,148.6957
-37.2054,148.4153
-37.1984,148.4611
-37.1523,148.467
-37.2836,148.6915
-37.1753,148.5504
-37.2325,148.4223
-37.1617,148.5296
-37.1842,148.3807
-37.3042,148.4336
-37.2144,148.4178
-37.181,148.575
-37.2474,148.6819
-37.2433,148.4129
-37.2308,148.4337
-37.229,148.4451
-37.3116,148.4471
-37.1605,148.3515
-37.2497,148.5564
-37.1526,148.5273
-37.1732,148.5027
-37.1713,148.3424
-37.1543,148.516
-37.1774,148.4258
-37.2861,148.4294
-37.315,148.4246
-37.1622,148.3403
-37.1894,148.4585
-37.175,148.4912
-37.1844,148.5526
-37.1491,148.5502
-37.1435,148.5252
-37.147,148.502
-37.1415,148.4764
-37.1433,148.4649
-37.145,148.4537
-37.1467,148.4422
-37.1485,148.4307
-37.1502,148.4192
-37.1307,148.4859
-37.1324,148.4743
-37.1342,148.4629
-37.1359,148.4516
-37.1216,148.4839
-37.1234,148.4722
-37.1251,148.4609
-37.1268,148.4497
-37.1125,148.4818
-37.1143,148.4701
-37.116,148.4589
-37.1177,148.4477
-37.1052,148.4681
-37.1069,148.4568
-37.1086,148.4457
-37.0974,148.3958
-37.114,148.4757
-37.1403,148.4701
-37.2962,148.4513
-37.2104,148.4301
-37.2905,148.4257
