latout,lonout
-38.4976,146.9503
-38.506,146.9431
-38.5046,146.9278
-38.5028,146.9387
-37.5963,142.554
-37.4442,141.5163
-37.4465,141.5158
-37.4591,141.5172
-37.0482,141.2739
-37.4239,141.3496
-37.433,141.3517
-37.4256,141.3383
-35.992,145.3411
-37.1359,148.672
-37.1377,148.6527
-37.1242,148.6703
-37.1259,148.6506
-37.1277,148.6313
-37.1142,148.6483
-37.1159,148.6289
-36.151,143.6331
-37.1082,145.3457
-37.1003,145.3535
-37.092,145.3454
-37.0953,145.36
-37.0933,145.363
-37.588,142.5527
-37.459,143.6049
-37.461,143.5926
-37.3167,141.6002
