latout,lonout
-38.2276,146.8464
-38.2138,146.8596
-38.217,146.843
-38.2201,146.8263
-38.2062,146.84
-38.2094,146.8232
-38.2488,146.9618
-38.2506,146.9195
-38.2524,146.8768
-38.2324,146.9614
-38.2342,146.9192
-38.2359,146.8766
-38.2143,147.002
-38.216,146.9597
-38.2178,146.9171
-38.2195,146.8754
-38.2212,146.8327
-38.2628,146.8702
-38.2422,146.955
-38.2443,146.9127
-38.2463,146.8704
-38.2484,146.8265
-38.2239,146.9962
-38.2258,146.9544
-38.2278,146.9122
-38.2298,146.8697
-38.2318,146.8261
-38.2075,146.9949
-38.2095,146.9525
-38.2115,146.9101
-38.2134,146.8683
-38.2153,146.8256
-38.1912,146.9932
-38.1932,146.9511
-38.1951,146.909
-38.197,146.8665
-38.1989,146.8231
-38.175,146.9912
-38.1768,146.9491
-38.1787,146.907
-38.1806,146.8642
-38.1825,146.8208
-38.1605,146.947
-38.1623,146.9047
-38.1642,146.862
-38.166,146.819
-38.1844,146.9876
-38.1865,146.9454
-38.1886,146.9035
-38.1908,146.8609
-38.1929,146.8172
-38.1951,146.7732
-38.1681,146.9855
-38.1702,146.9436
-38.1723,146.9014
-38.1744,146.8586
-38.1765,146.8153
-38.1559,146.8993
-38.2073,146.872
-38.2089,146.8604
-38.1982,146.8699
-38.1998,146.8583
-38.2398,146.9534
-38.2418,146.9654
-38.2491,146.9509
-38.251,146.9839
-38.253,146.9715
-38.2551,146.9592
-38.2571,146.9468
-38.2437,146.969
-38.2457,146.9566
-38.2478,146.9443
-38.2579,146.8827
-38.2323,146.9788
-38.2344,146.9664
-38.2433,146.853
-38.207,146.8623
-38.1903,146.8452
-38.1729,146.892
-38.175,146.8797
-38.177,146.8674
-38.181,146.8428
-38.2388,146.8495
-38.2419,146.8654
-38.2409,146.8414
-38.2441,146.8577
-38.247,146.8604
-38.2485,146.8487
-37.2459,148.0216
-37.2483,148.0077
-37.2454,148.0156
-37.247,148.0278
-37.2547,148.0135
-37.2543,148.007
-37.2544,148.0047
-37.2685,148.0136
-37.2658,148.0076
-37.2639,148.0441
-37.2696,148.0181
-37.2476,148.0409
-37.2566,148.0387
-37.2622,148.014
-37.2639,148.0252
-37.2657,148.0368
-37.273,148.0233
-37.2539,148.0395
-37.2556,148.0588
-37.2636,148.015
-37.2656,148.0359
-37.2675,148.0575
-37.2773,148.0333
-37.2795,148.0564
-37.2812,148.0754
-37.2914,148.0554
-37.2932,148.075
-37.3126,148.1799
-37.3218,148.1436
-37.3322,148.1024
-37.3204,148.1794
-37.3295,148.1425
-37.3397,148.1013
-37.3146,148.1351
-37.3248,148.0939
-37.2897,148.168
-37.2998,148.1274
-37.3093,148.0893
-37.3177,148.0554
-37.2746,148.161
-37.2852,148.1187
-37.2941,148.0831
-37.3027,148.0487
-37.27,148.1125
-37.2791,148.0762
-37.2881,148.0405
-37.2546,148.1073
-37.264,148.07
-37.2737,148.0315
-37.249,148.0632
-37.258,148.0275
-37.2811,148.1552
-37.2913,148.1134
-37.2999,148.0781
-37.3084,148.043
-37.2764,148.1061
-37.2848,148.0716
-37.2939,148.0343
-37.2612,148.0999
-37.2701,148.0635
-37.2797,148.0242
-37.2458,148.0942
-37.2548,148.0578
-37.2643,148.0191
-37.24,148.0501
-37.249,148.0138
-37.3208,148.1915
-37.6673,146.2065
-37.661,146.2153
-37.3324,148.154
-37.2881,148.1976
-37.2393,148.0934
-37.2408,148.0813
-37.7064,146.2967
-37.7081,146.2853
-37.7097,146.274
-37.6991,146.2832
-37.6829,146.2737
-37.6846,146.2624
-37.6772,146.2489
-37.6715,146.2242
-37.7144,146.2992
-37.6996,146.2933
-37.7032,146.2901
-37.2521,148.1245
-37.6739,146.2692
-37.6881,146.3044
-37.6974,146.3029
-37.699,146.3152
-37.7177,146.3114
-37.7193,146.3234
-37.7298,146.3142
-37.7318,146.2781
-37.7146,146.3104
-37.7165,146.2756
-37.3042,148.0371
-37.295,148.0353
-38.2488,144.441
-37.0053,145.4994
-37.0069,145.4881
