latout,lonout
-36.7284,144.0491
-36.354,143.1279
-36.3525,143.1162
-36.7239,144.0431
-37.8784,141.0061
-38.2091,141.6801
-38.1957,141.6927
-38.1987,141.677
-38.2016,141.6614
-38.1883,141.674
-38.1912,141.6583
-38.1837,141.6655
-35.8902,143.1692
-36.5859,143.5563
-37.9087,141.0151
-37.9113,141.0004
-37.8986,141.0121
-37.8885,141.0091
-38.1805,141.3873
-38.1907,141.3905
-38.1879,141.4057
-37.0633,143.8815
-37.5979,145.6784
-37.3291,145.6166
-36.3421,145.6861
-37.3351,145.5897
-37.7726,146.0816
-37.6039,145.6514
-37.3483,145.5947
-36.282,145.8217
-36.2638,146.1736
-37.7866,146.2425
-36.0459,145.7496
-36.3357,145.7149
-37.7891,146.2672
-36.627,145.6291
-37.5435,145.5606
-36.3309,145.6873
-37.7793,146.2737
-38.0611,144.1092
-37.7784,146.0741
-37.7797,146.056
-37.15,147.9061
-37.0974,148.0689
-37.7566,148.4206
-37.1595,147.908
-37.3938,145.9077
-37.1786,147.9113
-37.3867,145.8726
-36.7363,142.5906
-36.313,142.3008
-36.3152,142.2881
-35.9346,142.1121
-36.5914,142.1154
-36.0315,142.1365
-36.0294,142.1759
-36.611,142.4899
-36.6051,142.4969
-37.7029,142.0795
-36.202,143.563
-36.4286,141.6526
-37.6936,142.0873
-35.8304,141.9487
-36.3527,142.3375
-36.0647,141.4739
-36.3505,142.376
-36.3611,142.3426
-36.3591,142.3811
-36.4155,142.4623
-36.4183,142.4552
-36.4025,141.6639
-36.415,141.6168
-36.4034,141.6603
-36.4298,142.4103
-36.4563,141.0339
-36.4686,141.0304
-36.2098,141.4482
-36.206,141.4293
-37.081,141.0229
-36.6294,143.6477
-36.6276,143.6591
-35.9373,141.8935
-36.6402,143.6385
-36.6384,143.6499
-36.6367,143.6613
-36.6475,143.6521
-36.6458,143.6635
-36.9656,142.6191
-36.964,142.6304
-37.764,143.5205
-37.7657,143.5091
-36.9337,143.5848
-36.9246,143.5826
-36.9263,143.5712
-35.9358,141.9046
-36.4409,141.1621
-36.0588,141.8102
-36.0572,141.8213
-36.4302,141.1005
-36.734,141.9169
-36.7704,142.2438
-36.7688,142.255
-36.7794,142.2458
-36.7778,142.257
-36.7884,142.2478
-36.4149,141.1449
-36.3902,141.0621
-36.7868,142.259
-36.8427,142.255
-36.3577,141.8465
-37.6618,143.3952
-37.6635,143.3838
-36.3562,141.8578
-37.6528,143.393
-37.6545,143.3817
-36.4425,141.1505
-35.8085,142.7919
-35.8176,142.794
-36.9439,143.0902
-36.3085,143.3948
-36.7118,143.3504
-36.3094,142.3891
-36.3078,142.4002
-37.8451,142.7046
-36.6984,141.6994
-36.6999,141.688
-36.4573,142.2498
-36.2299,141.6971
-36.7448,143.7995
-36.1909,141.3107
-36.1734,144.0253
-36.7533,143.7963
-36.7466,143.788
-36.6077,144.7716
-36.5851,145.4255
-36.0964,146.1671
-36.3442,145.702
-36.1087,146.1724
-36.5872,145.3862
-36.3343,145.6967
-36.3499,145.699
-37.787,143.4097
-37.382,143.6391
-36.9012,143.5016
-37.9759,143.6355
-36.8917,143.5403
-37.968,143.6276
-36.9075,143.5081
-36.8978,143.5467
-37.7972,143.4216
-36.841,142.2467
-36.8359,142.2762
-36.6629,141.8149
-36.1258,142.2224
-36.6619,141.8072
-36.8521,142.1397
-36.8501,142.1435
-36.1111,142.217
-36.1153,142.214
-36.3614,141.8907
-36.3536,141.9232
-36.3557,141.919
-36.3628,145.9195
-36.329,145.8361
-36.0957,146.5999
-36.3306,145.825
-36.2712,145.5405
-36.2708,145.5339
-36.273,145.5578
-36.2725,145.5513
-36.8616,145.8867
-36.8713,145.8844
-37.5357,142.8756
-37.8294,142.7354
-37.7843,141.899
-37.3879,142.9477
-37.5496,142.5484
-37.7347,143.381
-37.7331,143.3926
-37.5372,142.8638
-36.7027,142.0086
-36.7527,141.9934
-36.7588,141.9889
-36.9155,142.717
-36.9139,142.7287
-36.336,141.1956
-36.7699,142.8356
-36.3171,142.456
-36.3186,142.4444
-36.7969,141.7572
-36.7954,141.7696
-36.8971,142.7132
-36.8986,142.7015
-36.2214,143.634
-36.6844,143.8693
-36.7026,144.0649
-36.8131,141.5099
-36.8176,141.5047
-36.8161,141.5174
-36.9569,143.4947
-36.9585,143.4834
-36.9479,143.4927
-36.9494,143.4814
-36.4018,146.7881
-36.4134,146.778
-36.7375,145.2027
-36.8695,145.8866
-36.4092,146.803
-36.4113,146.7904
-36.4187,146.8055
-36.8621,145.8727
-36.4215,146.8131
-36.8603,145.8846
-36.7358,145.2141
-36.1526,144.6131
-36.3611,141.9669
-36.8712,143.9759
-36.8493,145.8866
-36.4538,146.7635
-36.456,146.7229
-36.4631,146.7266
-37.5899,142.8219
-36.6456,141.5928
-36.3148,145.7469
-36.3132,145.7419
-36.351,141.287
-35.9248,142.0793
-35.9171,142.0848
-36.4546,146.7448
-37.3015,143.8969
-37.3028,143.8898
-37.6887,142.0084
-37.6908,141.9976
-36.7631,142.8337
-36.8344,142.9127
-37.8536,142.4186
-36.8091,141.855
-36.8074,141.8723
-36.9018,141.9441
-37.6257,143.2704
-36.8558,143.546
-36.8574,143.532
-37.6241,143.2854
-36.6373,144.6994
-36.6357,144.712
-36.6468,144.7013
-36.6452,144.7138
-36.8118,145.9029
-36.6853,144.7409
-36.2419,145.7193
-36.2978,145.6292
-36.4474,145.8145
-36.2435,145.7078
-36.1157,141.7535
-35.7813,142.036
-36.1174,141.7365
-35.7829,142.0199
-35.7721,142.0182
-35.7776,142.0464
-35.7793,142.0303
-35.7705,142.0344
-37.9903,143.9359
-37.5266,143.139
-37.8479,143.4564
-37.6325,143.414
-37.6341,143.4288
-37.6381,143.4089
-38.0265,143.2723
-38.0304,143.2531
-37.572,143.4297
-37.5761,143.4099
-37.8764,143.0887
-38.0272,143.6146
-37.8321,142.5455
-37.839,142.5103
-36.1472,141.4899
-36.0998,141.4413
-36.0734,141.52
-36.0765,141.5037
-36.962,142.9963
-36.9115,143.1252
-37.845,143.3506
-37.8497,143.3453
-36.9234,143.0666
-37.9523,143.1201
