latout,lonout
-35.8675,142.0159
-35.8692,142.0046
-37.068,145.2465
-37.0586,145.2441
-37.0566,145.2564
-37.0774,145.2488
-37.0754,145.2612
-37.0869,145.251
-37.0848,145.2634
-37.066,145.2588
-37.0692,145.2664
-37.0716,145.2492
-37.081,145.2631
-37.0758,145.2419
-37.6465,145.8936
-36.6406,145.2609
-37.598,148.7993
-37.6001,148.7865
-37.5953,148.8033
-37.6011,148.7987
-36.4806,143.1867
-36.484,143.1643
-36.4823,143.1755
-36.4856,143.153
-36.4913,143.1776
-36.493,143.1664
-36.6622,145.7129
-36.6638,145.6997
