latout,lonout
-36.4663,147.6628
-36.4551,147.6724
-36.4643,147.6749
-36.0863,147.6064
-37.6852,143.4126
-36.7016,141.5506
-36.7051,142.3137
-36.2062,141.7467
-36.9036,141.8672
-37.8181,142.8609
-37.6758,143.4047
-37.8229,142.8387
-38.0415,143.5093
-36.68,141.433
-36.6762,141.4523
-36.6916,141.4366
-36.6877,141.4559
-37.961,143.0687
-37.9561,143.0915
-37.9733,143.0731
-36.6867,141.4422
-36.6828,141.4615
-36.7382,142.4705
-36.7384,142.4655
-36.737,142.3475
-36.7173,142.3177
-36.9664,142.2049
-36.9708,142.1837
-36.8948,141.3977
-38.0226,143.7723
-37.8043,142.0943
-37.1604,142.804
-36.4343,143.3201
-36.7335,142.4927
-36.3786,141.0594
-36.3784,141.0719
-36.4263,142.1055
-35.7594,142.1009
-35.7731,142.0352
-35.8494,141.9978
-35.7116,143.157
-36.2306,145.3023
-35.7137,143.13
-35.7205,143.1373
-37.8654,143.5548
-38.0897,143.9246
-36.9571,142.9848
-36.9553,143.0033
-36.9551,142.9915
-36.9534,143.01
-38.2244,143.9354
-38.2227,143.9524
-38.2252,143.9406
-37.799,143.6456
-37.8014,143.6349
-37.7997,143.6527
-36.885,141.7063
-37.1294,141.8386
-36.1832,144.7574
-36.2959,144.7543
-37.7938,142.0844
-36.1916,147.5225
-36.9537,142.1104
-36.8805,141.7207
-36.6866,142.346
-36.673,142.3643
-36.6748,142.3444
-37.3818,145.9853
-37.8594,143.4997
-36.1642,144.3932
-37.8526,143.5708
-37.8543,143.5531
-36.6959,142.5072
-36.3942,141.0701
-37.5906,142.1474
-37.5887,142.1686
-37.5949,142.1551
-36.9498,142.105
-37.6369,142.0954
-36.7951,142.4062
-36.6167,144.7745
-36.6269,144.7763
-38.2249,144.5931
-36.237,147.6714
-35.7309,142.1671
-35.7327,142.1474
-35.4058,142.7308
-35.6191,142.5524
-36.8441,143.43
-36.8461,143.4178
-36.8404,143.4234
-36.4073,141.6857
-36.3652,142.2672
-36.3366,143.2424
-36.3334,143.259
-36.7249,142.5411
-36.6891,142.5888
-37.9568,143.4779
-37.9538,143.494
-36.8134,145.1183
-36.736,142.4811
-36.7463,142.484
-37.0105,142.1711
-36.3083,141.4828
-36.3754,142.2701
-37.7055,144.2336
-37.7066,144.2202
-36.2758,144.4953
-36.2642,144.4917
-35.3497,143.4687
-35.3532,143.4509
-36.5817,145.2107
-36.5803,145.2051
-35.9673,143.2857
-35.9706,143.2688
-37.1265,141.8705
-36.3678,142.2525
-37.7067,142.6668
-36.7883,141.5022
-36.0072,142.7561
-35.9275,142.4502
-36.7906,141.4887
-37.8192,142.7756
-36.917,142.9825
-36.9237,142.9747
-36.7349,141.0418
-36.7233,141.6978
-36.7209,141.7115
-36.7308,141.7143
-36.9604,142.685
-36.9632,142.6698
-37.7966,143.0746
-35.3281,143.2164
-36.1663,143.3391
-37.6976,142.1422
-36.9291,142.053
-38.0194,142.3042
-38.0168,142.3184
-37.7452,143.4101
-38.0293,142.3071
-38.0268,142.3214
-37.3985,144.2483
-35.7609,142.0696
-36.7679,143.1694
-38.1346,143.8848
-35.2084,141.1154
-35.206,141.1288
-35.2064,141.1221
-35.2041,141.1355
-36.6625,144.7684
-36.9452,142.2821
-36.943,142.3141
-36.9458,142.2871
-36.9438,142.3192
-36.6844,142.1806
-36.6832,142.1733
-35.7898,142.1234
-35.7876,142.1545
-35.7916,142.1311
-35.7896,142.1623
-35.9655,143.6586
-35.9674,143.6336
-34.4033,142.0842
-36.4192,147.0101
-35.3074,143.2087
-35.4174,142.7318
-36.705,141.5485
-35.4917,143.5961
-35.309,143.1976
-35.4189,142.7206
-36.839,142.5918
-38.0457,143.9648
-38.1069,144.092
-36.7622,143.1422
-38.0276,143.5996
-38.0256,143.6118
-37.8117,143.3349
-37.8136,143.3229
-37.8155,143.3109
-38.0458,142.6172
-37.3283,143.6465
-37.3303,143.6341
-36.4926,143.9801
-37.7903,143.4674
-37.8409,143.5505
-37.8502,143.553
-37.8482,143.5652
-36.0639,145.9676
-37.979,143.8947
-38.0024,143.0807
-38.0005,143.0926
-37.8643,143.125
-38.0092,143.076
-38.0073,143.0878
-38.0054,143.0997
-37.8052,143.1964
-36.7603,143.1542
-37.8697,142.5011
-37.8606,142.4989
-37.6829,142.1506
-37.692,142.1477
-37.6902,142.1591
-37.731,142.0743
-36.6964,141.5348
-36.4106,141.2255
