latout,lonout
-36.7292,146.3448
-36.7246,146.3788
-36.7316,146.3462
-36.7278,146.386
-37.6875,147.8238
-37.689,147.8121
-36.7382,146.3806
-37.4011,146.7017
-37.408,146.6693
-37.3925,146.662
-37.3855,146.704
-37.3839,146.7036
-37.3732,146.7106
-37.3804,146.6584
-37.3782,146.6893
-37.3833,146.7217
-37.3718,146.7114
-37.3814,146.7218
-37.372,146.7196
-37.374,146.7076
-35.4693,142.7591
-37.3762,146.7373
-37.9404,143.586
-37.391,146.6666
-37.3749,146.6581
-37.3746,146.6547
-37.381,146.7044
-37.3639,146.6956
-37.3927,146.676
-37.3628,146.7207
-37.3699,146.7303
-37.364,146.7055
-37.3671,146.6823
-37.3581,146.6856
-37.3655,146.6939
-37.6632,144.6588
-37.3597,146.674
-37.3613,146.6624
-37.3607,146.7391
-38.252,145.9773
-37.352,146.6896
-37.3557,146.7325
-37.3678,146.7344
-37.353,146.7011
-37.3593,146.7384
-37.3571,146.7255
-37.3509,146.6884
-38.2583,145.9777
-38.2334,144.2876
-38.2612,145.9717
-38.2628,145.9872
-37.9258,143.4735
-37.3642,146.7435
-37.3626,146.7278
-37.3596,146.6604
-37.3599,146.6645
-37.3481,146.6847
-37.3616,146.6563
-37.9408,143.8994
-37.9391,143.9205
-37.3548,146.7159
-37.935,143.915
-37.9369,143.8939
-37.9344,143.8913
-37.3533,146.6708
-38.1752,144.0403
-36.2738,142.2469
-36.2636,142.2896
-36.2716,142.2863
-36.2656,142.2501
-36.6929,141.3638
-36.6958,141.3678
-37.3441,146.7128
-36.6742,141.3375
-37.1174,141.9981
-35.9972,142.0015
-35.9957,142.0127
-35.9941,142.0238
-36.4668,142.255
-36.4653,142.2661
-36.665,141.3356
-38.2477,142.8186
-37.3352,146.7224
-37.3383,146.6968
-37.3321,146.7471
-37.3175,146.7515
-38.3032,143.0048
-37.3209,146.7147
-38.3109,143.0013
-38.3001,143.0115
-38.3017,142.9994
-38.3125,142.9893
-36.0476,143.1427
-35.8543,143.8092
-38.2984,142.9986
-38.3062,143.0312
-38.3072,143.0262
-38.2992,142.9938
-37.8921,143.5321
-38.3059,143.0077
-38.0116,143.8681
-38.0282,143.8855
-38.3087,142.9919
-38.3069,143.0036
-38.3178,142.9942
-38.316,143.006
-37.9143,143.9008
-38.3098,143.0062
-38.3065,142.995
-37.3278,146.7369
-38.3083,142.9959
-38.3054,143.0028
-34.4825,141.7316
-34.4791,141.7495
-34.4788,141.7361
-36.9028,142.3316
-36.6481,142.612
-36.649,142.605
-36.6588,141.4176
-35.7613,141.5969
-34.8333,143.0339
-35.1148,141.0689
-34.8314,143.0547
-34.8455,143.0354
-34.8436,143.0563
-37.8087,146.0407
-37.8071,146.029
-36.9878,141.8819
-36.9079,141.8683
-36.4668,143.3177
-38.0915,143.8646
-38.089,143.8787
-38.1139,143.8562
-36.7729,142.0049
-36.7709,142.0172
-36.666,141.2501
-36.6708,141.257
-37.7302,143.7485
-37.8265,143.6157
-37.8241,143.6296
-37.8363,143.6186
-37.8339,143.6325
-36.8757,142.2635
-36.8254,142.31
-36.7822,141.5613
-36.7803,141.5732
-37.8896,143.4959
-37.8872,143.5096
-36.6904,141.889
-36.6884,141.9011
-38.2592,144.1986
-38.2618,144.184
-38.2492,144.1956
-38.2518,144.181
-36.9898,141.8698
-35.7727,142.0804
-35.7706,142.093
-37.4847,144.3077
-37.819,146.0358
-37.8078,146.0325
-38.0068,144.329
-37.3694,147.9432
-37.3638,147.9692
-37.3724,147.9278
-37.3674,147.9505
-37.8479,145.8893
-37.8512,145.8728
-37.8334,145.9033
-37.8369,145.8857
-37.7614,143.461
-37.9341,143.8807
-37.9316,143.8949
-37.8342,142.4224
-37.8322,142.4349
-37.9113,145.858
-37.9075,145.877
-37.9222,145.8621
-37.9186,145.8804
-37.648,146.1037
-37.6434,146.1094
-37.6497,146.1126
-37.6516,146.089
-37.872,146.3853
-37.9382,146.3763
-37.9367,146.3684
-37.6097,146.1321
-37.8267,146.3193
-37.8369,146.3373
-37.8244,146.3353
-37.8594,146.385
-37.8735,146.3672
-37.8609,146.3662
-37.6079,146.1553
-37.8251,146.3396
-36.6077,143.0815
-36.6042,143.0853
-37.4093,145.8954
-37.2933,147.4794
-37.3406,147.5711
-37.3035,147.4676
-37.2953,147.4586
-37.3016,147.488
-37.3425,147.5519
-37.3308,147.5513
-37.7274,146.2368
-37.7774,143.8123
-37.729,146.2255
-37.6906,147.7103
-37.6865,147.6982
-38.2727,141.5125
-37.8523,142.4448
-37.8149,143.6058
-37.9348,143.5996
-38.1008,142.961
-37.6402,145.7016
-37.4762,146.0011
-37.4784,145.9885
-37.9055,146.2634
-37.822,142.1373
-37.8204,142.1488
-37.8539,142.4333
-37.3292,145.8939
-37.3314,145.8812
-38.1025,142.9496
-37.3218,145.8785
-36.6915,141.3902
-36.9061,142.5682
-36.9167,142.559
-36.125,147.6463
-36.9151,142.5702
-35.2664,143.4348
-36.6794,141.4113
-36.6809,141.3998
-36.6824,141.3883
-37.7394,142.0653
