latout,lonout
-37.191,148.8774
-34.3799,141.6332
-37.7755,141.9082
-37.9959,146.3537
-37.6572,142.0702
-37.6592,142.058
-37.2229,147.9433
-37.2128,147.9307
-37.2284,147.9183
-37.2253,147.9363
-37.426,147.0107
-37.4231,147.0272
-37.413,147.0241
-37.4159,147.0084
-37.0195,148.1456
-37.0057,148.1582
-36.9939,148.2243
-36.9959,148.2117
-34.357,141.5358
-34.3555,141.5409
-34.3539,141.5544
-34.3654,141.5426
-34.3554,141.5492
-37.4189,147.0418
-37.4262,147.0285
-37.0353,148.1703
-37.0372,148.1292
-37.0448,148.1614
-37.0283,148.1612
-36.7152,141.3852
-36.7129,141.3985
-34.3306,141.5257
-36.6866,141.1369
-37.0157,148.143
-37.0172,148.1295
-37.6626,142.1001
-37.6628,144.287
-37.4379,147.0335
-37.4227,147.0511
-37.4264,147.0324
-37.4526,147.0175
-37.3951,147.0175
-37.8976,143.4749
-37.8866,145.8388
-37.8883,145.8228
-37.8761,145.8368
-37.8027,145.8699
-37.8125,146.0804
-37.8777,145.8211
-37.7832,143.5052
-37.7808,143.5
-37.5632,144.7516
-38.0676,142.965
-38.0694,142.9723
-38.0654,142.9781
-38.0716,142.9592
-37.8469,142.8775
-37.9489,143.8883
-38.0181,143.899
-37.9463,143.9026
-37.9454,143.5834
-37.6392,142.0648
-37.0942,141.8856
-37.0926,141.897
-38.0042,143.9249
-38.015,143.9156
-37.8053,143.0309
-38.0133,143.9271
-38.0223,143.9294
-37.6287,143.4233
-37.627,143.4347
-37.9249,142.8998
-37.9233,142.9112
-37.8302,143.6079
-37.8285,143.6193
-37.9437,143.5948
-37.9527,143.597
-37.5013,142.5853
-37.9544,143.5856
-34.3527,141.6458
-34.3512,141.6567
-36.7808,141.5596
-34.3617,141.6477
-36.7133,142.4337
-36.822,141.9248
-35.0807,142.4641
-36.8101,142.728
-36.8011,142.7259
-36.8111,142.2655
-36.4574,142.2322
-36.4558,142.2434
-36.4723,142.2585
-37.469,145.5291
-34.2637,141.6326
-36.9118,142.0733
-37.3227,143.5444
-36.8882,142.2485
-37.3303,143.5515
-36.9162,142.0522
-37.7075,143.3068
-36.1559,145.9727
-36.1631,145.9803
