latout,lonout
-37.4895,145.6255
-37.499,145.6438
-37.5018,145.6285
-37.4917,145.6253
-37.5048,145.6124
-37.4963,145.659
-36.3756,142.263
-36.1891,145.6894
-36.2649,141.0919
-36.5432,143.1794
-36.384,142.2599
-38.2299,141.6833
-36.7517,141.1573
-36.3822,142.2714
-36.0485,141.5541
-36.1391,145.9561
-36.4268,141.8636
-36.1758,145.7019
-36.5525,143.1817
-37.8664,142.8721
-36.0502,141.5429
-38.2389,141.6854
-36.4285,141.8523
-36.1603,145.9622
-37.0947,141.2014
-36.3286,142.323
-36.7607,141.1593
-36.2681,141.0697
-36.6666,143.7336
-37.0552,142.9923
-36.7449,142.8959
-36.4347,141.7488
-38.2315,141.6719
-37.373,143.7593
-36.7735,141.0698
-37.1561,143.2157
-37.003,141.8905
-36.2047,141.9277
-36.7719,141.081
-37.4,142.3703
-36.4363,141.7376
-36.6731,143.1312
-36.9639,142.2108
-36.2665,141.0808
-37.8041,143.3249
-36.1497,145.9592
-36.7808,143.9205
-36.2539,141.4747
-36.1862,145.7049
-36.7467,142.8841
-36.9297,142.196
-36.0519,141.5318
-36.7936,143.5277
-36.4684,141.0748
-38.2405,141.674
-36.2555,141.4635
-36.4895,142.572
-36.4229,145.7742
-36.4891,142.517
-36.4914,142.5244
-36.487,142.5646
-37.5564,146.5013
-37.5801,146.4919
-37.5689,146.5014
-37.5484,146.4776
-38.0722,143.9517
-38.0737,143.9402
-37.5464,146.4899
-36.1345,146.3423
-36.3944,141.084
-36.3395,141.4651
-36.6251,143.918
-36.9064,141.6342
-36.13,141.8409
-36.577,142.6453
-36.7335,143.461
-36.2415,141.4091
-36.5642,144.0198
-36.5732,144.0218
-36.5748,144.0106
-37.0025,144.1013
-36.1848,146.4247
-36.3628,143.3632
-36.9049,141.6468
-36.3692,143.3704
-36.0786,146.1221
-36.1394,141.8427
-36.3959,141.0711
-36.1315,141.8289
-36.725,144.7444
-36.7011,141.3036
-36.6251,144.4892
-36.243,141.3966
-36.6266,143.9068
-36.4462,141.4134
-36.5058,145.4083
-36.6267,144.478
-37.5318,146.4629
