latout,lonout
-37.1288,148.655
-37.1321,148.6605
-37.1219,148.6624
-38.0365,145.8755
-38.3884,146.6908
-37.971,141.1942
-37.9687,141.181
-38.4974,143.39
-38.3786,144.1165
-38.3759,144.1312
-37.1233,148.6523
-37.0958,148.6066
-37.1296,148.6239
-37.1092,148.5875
-37.752,143.1658
-37.7497,143.1791
-37.1027,148.6165
-38.3871,146.6715
-37.3706,142.3951
-37.3937,142.3751
-37.3684,142.4077
-37.3916,142.3876
-37.3821,142.3851
-37.38,142.3976
-37.3806,141.8892
-37.3899,141.8916
-36.3388,141.4755
-37.5771,141.3613
-37.3855,143.3361
-37.3756,142.1158
-37.3772,142.1044
-36.4332,141.553
-35.9604,143.1395
-35.9587,143.1507
-37.5504,143.1383
-36.9008,142.5871
-36.8917,142.5848
-36.2796,142.138
-36.2778,142.1494
-36.2852,142.1448
-36.2835,142.1562
-37.4726,141.266
-37.3598,142.4
-37.3775,142.4007
-37.8737,144.0547
-37.8753,144.0433
-37.6783,142.4048
-37.532,142.7663
-37.483,143.1439
-37.4765,143.1358
-37.5248,142.7703
-36.5359,141.0183
-36.3986,142.3953
-35.9886,143.4789
-35.9992,143.4696
-35.9977,143.4808
-36.1004,142.6524
-36.0989,142.6639
-36.0897,142.662
-36.0912,142.6505
-35.6989,142.7161
-36.1499,142.7543
-36.8263,142.2146
-36.5676,141.4274
-36.5727,141.4036
-36.1468,142.7452
-37.3697,142.1059
-37.827,147.3106
-38.4073,144.086
-37.8361,147.3127
-37.8344,147.3241
-37.8405,141.4128
-36.6079,142.7596
-36.6037,142.7535
-35.9441,145.08
-36.1426,143.5259
-36.141,143.5397
-37.8472,141.4123
-37.3678,142.1041
-37.8369,141.4091
-37.8276,141.1323
-36.0178,142.4238
-36.0292,142.4124
-36.0276,142.4255
-36.0194,142.4106
-37.3445,141.1625
-37.3733,142.1003
-37.3019,141.1128
-37.306,141.1069
