latout,lonout
-36.1742,142.3659
-36.1758,142.3528
-36.5423,146.6988
-36.5332,146.6966
-36.5242,146.6943
-36.6596,146.2171
-34.7894,142.7181
-34.7989,142.7199
-36.1537,143.623
-37.8153,143.6196
-38.3361,146.0575
-37.4829,145.6497
-35.9246,141.6452
-35.9484,141.6527
-35.9301,141.6639
-35.9343,141.6432
-35.9365,141.649
-35.9462,141.6469
-35.942,141.6677
-35.9604,141.6565
-35.9723,141.6603
-36.647,147.9881
-36.646,147.9804
-36.6337,148.0281
-36.3205,146.0702
-36.319,146.0827
-36.4208,145.6639
-35.6413,143.2936
-36.2886,145.5742
-36.3395,146.5699
-36.0916,146.5894
-36.8992,142.093
-37.9137,143.2584
-37.9023,143.2567
-37.1597,149.0454
-36.7719,144.5341
-35.612,141.4471
-35.6102,141.4686
-35.5961,142.3679
-37.9525,143.4351
-36.6761,144.6774
-36.6745,144.6921
-36.6863,144.6792
-36.6847,144.6938
-36.381,143.1604
-37.8201,143.1627
-34.9307,142.6898
-35.5152,143.8369
-35.5169,143.8215
-37.7707,142.9794
-37.7689,142.9983
-37.7804,143
-37.7768,143.0042
-37.9375,143.9284
-36.6513,147.9666
-37.9462,143.8217
-37.9494,143.8048
-37.9838,143.9243
-37.983,143.9295
-38.3412,144.1238
-38.3377,144.1414
-38.195,143.7339
-38.1043,143.7163
-38.1012,143.733
-37.3701,147.6189
-37.3493,145.8287
-36.765,141.4317
-36.6866,142.396
-36.4338,141.3786
-37.8927,143.3031
-37.8897,143.3191
-36.1166,146.022
-37.8116,143.5535
-37.8286,143.5238
-36.2501,145.5919
-36.2506,145.5843
-36.7772,141.7705
-36.7747,141.7844
-37.0368,141.5879
-36.5498,143.9266
-36.9175,143.0418
-36.9145,143.0578
-37.9443,143.0853
-35.9259,143.4252
-35.9225,143.4426
-37.0843,141.0673
-37.0939,141.0699
-37.8313,143.0114
-36.6806,142.8207
-37.5829,144.4215
-37.8342,142.9959
-38.2422,141.5216
-38.2449,141.514
-38.2426,141.5272
-38.2545,141.5167
-38.2522,141.5299
-38.2445,141.5085
-37.6073,143.0962
-37.6102,143.0806
-36.9335,141.0415
-36.9314,141.0544
-36.9353,141.0488
-37.8239,142.9927
-36.7015,141.021
-38.1026,142.9675
-37.9298,143.5775
-37.6424,142.4536
-37.9219,143.5696
-37.6445,142.4609
