latout,lonout
-38.4823,143.419
-37.6908,148.3023
-37.6891,148.3198
-37.678,148.3183
-37.5329,149.2153
-37.6926,148.2848
-37.6797,148.3008
-37.6814,148.2832
-37.6286,149.2479
-37.6194,149.246
-37.6178,149.2578
-38.7048,143.3078
-37.516,143.0322
-37.5183,143.0189
-36.7105,141.6775
-38.3722,147.0552
-38.3769,147.0626
-36.716,141.6855
-36.3288,141.1273
-37.2234,143.2622
-37.2222,143.2199
-37.2206,143.2706
-37.6771,142.918
-37.6797,142.9106
-37.643,142.6011
-37.6348,142.6346
-37.478,143.0935
-37.6374,142.6313
-37.6229,142.6258
-37.2167,143.2543
-37.2223,143.2473
-36.4451,141.0317
-36.2073,147.6254
-38.3841,147.0717
-38.3744,147.0744
-37.4176,141.3967
-37.424,141.4245
-37.4291,141.4167
-37.4226,141.3888
-38.3863,147.0631
-38.3845,147.0746
-38.3772,147.0608
-38.3755,147.0724
-37.8057,142.1415
-37.8661,146.2174
-37.8768,146.2082
-37.8751,146.2195
-37.8678,146.206
-37.7212,146.5189
-37.7195,146.5303
-37.7342,142.9402
-37.8202,143.404
-37.516,143.4049
-37.5229,143.5867
-37.5176,143.3923
-37.508,143.3904
-37.5322,142.9259
-37.5338,142.9127
-37.3651,143.1415
-37.3689,141.4903
-38.5322,143.3399
-38.0048,141.2066
-38.0026,141.2194
-38.0004,141.2323
-38.4235,147.0739
-38.4193,147.0802
-37.1015,148.8893
-37.1804,149.0226
-36.1259,147.4781
-36.1259,147.4735
-37.1025,148.8902
-37.1008,148.8789
-37.5598,143.5334
-37.5631,143.5436
-38.4159,147.0719
-38.4139,147.06
-37.6712,141.4242
-37.6708,141.4316
-37.6761,141.4467
-38.4214,147.0629
-37.1772,149.0376
-37.1766,149.0157
-37.1905,149.0252
-37.1738,149.0311
-37.18,149.0224
-37.187,149.0187
-37.1842,149.034
-37.6623,141.4287
-37.6736,141.4172
-37.672,141.4305
-37.6639,141.4152
-37.1902,149.0313
-37.1869,149.0262
-37.7262,144.1927
-37.999,141.7314
-37.8337,143.3329
-37.9191,146.2476
-37.9038,146.2203
-37.2106,148.8182
-38.0198,141.7413
-37.2088,148.8299
-38.0514,141.6506
-37.7889,142.5992
-37.2257,146.8286
-37.2167,146.8265
-36.6401,146.6756
-37.4917,143.3944
-37.4901,143.4092
-37.4864,142.3463
-36.6417,146.6645
-36.6326,146.6625
-36.6311,146.6737
-36.8968,141.8766
-36.8988,141.8662
-36.5307,141.7973
-36.5324,141.7799
-36.4297,141.1931
-36.4328,141.1866
-37.888,146.135
-37.8795,146.1373
-37.4505,141.6843
-37.3126,143.3607
-37.4522,141.6956
-37.4555,141.5898
-37.4596,141.6823
-37.4538,141.5785
-37.4612,141.6936
-37.4645,141.5878
-37.9567,141.0509
-37.9477,141.0529
-37.9522,141.0437
-37.9088,146.1209
-37.9141,146.1311
-37.4114,147.5089
-37.4193,147.4769
-37.414,147.5029
-37.4937,143.4006
-37.9623,141.0466
-37.4892,143.3938
-37.4853,143.4135
-37.8093,141.1604
-37.8066,141.1753
-37.2319,143.2552
-37.4574,141.7604
-37.4571,141.6865
-37.4642,141.5881
-37.4537,141.585
-37.3777,141.4892
-37.3748,141.5048
-36.4309,144.8029
-37.1638,141.5807
-36.9855,141.9176
-37.1143,141.0561
-36.9836,141.4312
-36.3938,141.4217
-36.3907,141.4378
-36.3923,141.4159
-36.3801,141.4346
-36.3893,141.432
-36.3832,141.4187
-37.4077,147.5136
-37.8415,145.7035
-37.8435,145.7089
-37.8306,145.7023
-37.6772,142.8776
-37.4974,142.3876
-37.4939,142.3941
-37.3712,141.4769
-36.6069,144.9101
-37.3572,141.4752
-36.8129,141.7509
-37.3179,143.3551
-38.2385,146.3064
-38.2479,146.3046
-38.2401,146.319
-37.497,142.3913
-37.495,142.3791
-38.2495,146.3171
-37.5013,142.3837
-37.4894,142.3577
-37.5083,142.3624
-37.5893,143.4579
-37.7753,142.684
-37.5229,143.4826
-37.5249,143.4778
-37.5225,143.4916
-37.4718,143.1847
-37.2924,143.1507
-36.3801,144.7527
-35.0742,141.8018
-38.3929,146.766
-38.3912,146.7545
-37.9401,141.0435
-37.9386,141.0557
-34.72,142.9403
-37.6533,148.3132
-37.663,148.3209
-38.1709,146.9282
-38.1558,146.9302
-37.459,141.2779
-37.7506,141.7682
-38.1686,146.9227
-38.2296,146.9552
-37.4646,141.3036
-36.4074,146.6163
-36.4101,146.6313
-37.4254,141.393
-38.38,146.6743
-38.3798,146.6753
-37.6355,148.4857
-37.8381,145.7018
-37.7316,147.5305
-37.8365,145.7132
-37.9408,144.6191
-38.0873,143.7275
-37.947,144.1267
-38.1853,141.9803
-38.1837,141.9953
-38.194,141.9971
-37.2099,148.8194
-37.2077,148.8323
-38.1888,141.9741
-38.1871,141.9891
-38.1869,141.9653
-37.4246,145.1139
-37.4262,145.1023
-37.7092,143.3245
-37.2386,142.499
-37.7011,143.3098
-37.6996,143.3226
-37.3662,142.4412
-37.4041,141.2715
-37.3968,141.2384
-37.4057,141.2559
-37.3951,141.2542
-37.3935,141.2699
-37.4074,141.2401
-37.2403,142.484
-36.4156,146.6206
-36.4508,144.2423
-36.0269,143.7675
-36.0254,143.7793
-35.8798,141.2605
-35.0399,141.7908
-34.8439,142.3317
-37.7198,143.2997
-37.5615,142.4747
-37.3731,142.1252
-37.5711,142.4729
-37.3735,142.1229
-35.0413,141.8465
-36.3736,144.7852
-34.7188,142.9326
-37.8899,141.6517
-37.8874,141.6583
-34.7173,142.9377
-34.7188,142.9267
