latout,lonout
-36.8883,147.4297
-37.436,147.6028
-37.7084,147.9278
-37.706,147.9414
-37.7181,147.9305
-37.7158,147.944
-37.326,148.3329
-37.6494,147.3075
-37.3311,148.305
-37.3286,148.3188
-37.3314,148.3143
-37.329,148.3284
-37.4418,147.6165
-36.8881,147.4258
-37.4322,147.614
-37.444,147.6035
-37.4344,147.601
-36.8977,147.4284
-36.7975,147.4092
-36.7996,147.3968
-36.6183,147.2553
-36.4082,147.1549
-36.5657,147.1416
-36.5644,147.1526
-36.5554,147.1547
-37.7069,147.9347
-37.6976,147.9366
-37.32,148.2986
-37.3231,148.3229
-37.6939,147.929
-37.7091,147.9302
-37.3141,148.3233
-37.7116,147.9231
-37.4317,147.6004
-37.3311,148.2901
-37.6963,147.922
-37.3311,148.2985
-37.3163,148.296
-37.3163,148.2872
-36.8812,147.4325
-36.7372,147.3727
-36.6011,147.1446
-36.4079,147.1514
-36.5635,147.2269
-37.6867,147.9314
-37.6911,147.926
-37.6894,147.9373
-37.7001,147.9281
-37.7091,147.9302
-37.3183,148.3296
-37.6821,147.9239
-37.6804,147.9352
-37.6928,147.9146
-37.6838,147.9125
-37.3144,148.2936
-37.3092,148.3275
-37.3019,148.3139
-37.3002,148.3253
-37.0709,146.9247
-36.9739,146.6297
-36.9131,146.738
-36.9543,146.637
-37.3229,148.2946
-37.328,148.2715
-37.3269,148.2899
-37.3169,148.2966
-37.3041,148.3351
-37.2989,148.3009
-37.3007,148.3124
-36.6069,147.2577
-36.964,146.6266
-37.2934,148.3259
-37.2916,148.3146
-37.0689,146.9277
-37.3097,148.3102
-37.3079,148.2988
-37.3132,148.333
-37.3295,148.3174
-37.3277,148.306
-37.326,148.2945
-37.3187,148.308
-37.3242,148.2829
-37.3205,148.3195
-37.4123,147.6053
-37.4393,147.6159
-37.4375,147.6043
-37.4214,147.6031
-37.4232,147.6146
-37.3194,148.339
-37.3337,148.3626
-37.3315,148.3372
-37.3295,148.3154
-37.3157,148.2977
-37.3278,148.2954
-37.3094,148.3664
-37.3261,148.2764
-37.3073,148.3416
-37.3216,148.364
-37.2896,148.3294
-37.3053,148.3191
-37.3036,148.2989
-37.2932,148.3206
-37.6832,147.9561
-37.6813,147.9359
-37.3416,148.3133
-37.685,147.9088
-37.6932,147.9341
-37.6912,147.9134
-37.7051,147.9324
-37.6951,147.9546
-37.6969,147.9747
-37.6903,147.9698
-37.6885,147.9497
-37.6868,147.9293
-37.6986,147.9272
-37.6968,147.9064
-37.7022,147.9682
-37.7004,147.9479
-38.2746,146.1277
-36.7478,147.362
-37.6605,147.8834
-37.6549,147.8852
-37.6697,147.8914
-37.6848,147.8966
-37.3461,148.3584
-37.3043,148.2898
-37.3401,148.3495
-37.3111,148.2853
-36.9863,146.6345
-37.2958,148.2788
-36.7515,147.3536
-37.2909,148.3005
-37.2927,148.2824
-37.2944,148.2659
-37.2961,148.2484
-37.2781,148.3159
-37.2731,148.3653
-37.2766,148.3313
-37.2749,148.3478
-37.2639,148.3459
-37.285,148.2469
-37.2833,148.2639
-37.2798,148.2989
-37.2816,148.281
-37.2687,148.2975
-37.267,148.3144
-37.2655,148.3294
-37.2705,148.2799
-37.2594,148.2785
-37.2559,148.3131
-37.2722,148.2622
-37.2544,148.3284
-37.2891,148.3181
-37.2859,148.3496
-37.2842,148.3667
-37.339,148.2774
-37.285,148.2534
-37.3371,148.2969
-37.3611,148.2813
-37.3593,148.2996
-37.3353,148.3152
-37.3463,148.3169
-37.3447,148.3331
-37.3417,148.3642
-37.3432,148.3485
-37.3482,148.2982
-37.3289,148.3803
-37.3271,148.3983
-37.3501,148.279
-37.3295,148.2589
-37.3279,148.2758
-37.2835,148.27
-37.3179,148.378
-37.316,148.3968
-37.3072,148.2565
-37.3056,148.2734
-37.3313,148.2411
-37.3184,148.2577
-37.3168,148.2747
-37.3201,148.2397
-37.2945,148.272
-37.309,148.2384
-37.2801,148.3055
-37.2979,148.2368
-37.2961,148.2551
-37.2818,148.2877
-37.2754,148.3549
-37.6316,148.0044
-37.6222,147.9047
-37.625,147.9977
-37.657,148.0208
-37.6717,147.9867
-37.67,148.0045
-37.6232,148.016
-37.3334,148.2814
-37.4382,147.5499
-37.4472,147.5479
-37.6171,148.0183
-37.3826,147.9833
-37.3613,147.9646
-37.4231,147.6299
-37.4168,147.9697
-37.2907,148.2437
-37.4152,147.9584
-37.3564,147.9307
-37.3547,147.9195
-37.378,148.2767
-37.3764,148.2654
-37.3737,148.3128
-37.3673,148.2675
-37.3977,148.2841
-37.3828,148.311
-37.3812,148.2995
-37.349,147.944
-37.3961,148.2729
-37.3506,147.9554
-37.4488,147.5511
-37.4459,147.5665
-37.4562,147.5696
-37.4193,147.9627
-37.3114,148.3982
-37.4175,147.9567
-37.4147,147.9719
-37.4251,147.9762
-37.4069,147.9538
-37.3082,148.4151
-37.4386,147.5474
-37.4268,147.9822
-37.4236,147.9984
-37.4164,147.9779
-37.6254,147.8988
-37.6173,147.9016
-37.4283,147.5437
-37.4254,147.5597
-36.5918,147.1572
-36.5969,147.1292
-36.5892,147.1711
-36.5434,147.2168
