latout,lonout
-37.1898,144.0791
-37.1862,144.097
-37.1875,144.0906
-37.191,144.0724
-36.304,145.5916
-36.3021,145.5702
-36.2917,145.5931
-36.2898,145.5717
-37.1716,141.6991
-36.8628,145.4624
-36.8538,145.4605
-36.8522,145.4717
-36.8592,145.5545
-36.8698,145.5452
-36.2754,146.1547
-36.277,146.1436
-36.4502,145.8428
-37.1685,144.6372
-36.8659,145.4631
-36.9172,145.5383
-36.8532,145.5401
-36.9194,145.5243
-36.8606,145.5551
-36.2844,146.1546
-36.2409,146.165
-36.8511,145.5502
-36.8673,145.5282
-36.8595,145.5611
-36.8639,145.5313
-36.9291,145.5411
-36.9325,145.5159
-36.9306,145.5459
-36.9311,145.5113
-36.9293,145.5325
-35.5947,143.7288
-35.5931,143.7359
-35.6009,143.728
