latout,lonout
-36.9324,147.1328
-37.7654,146.5861
-37.7547,146.5765
-37.7637,146.5746
-37.7531,146.565
-37.7563,146.588
-37.7965,146.6918
-37.7703,146.5933
-36.9764,147.0993
-36.9104,147.0691
-36.9229,147.0839
-36.9119,147.056
-36.9762,147.0811
-36.9836,147.0945
-36.9747,147.0925
-36.9672,147.0791
-36.9713,147.1047
-36.9742,147.098
-36.9707,147.088
-36.98,147.0856
-37.7731,146.6407
-37.7784,146.7632
-36.9449,147.0555
-36.95,147.0841
-36.9213,147.0776
-36.9828,147.0658
-36.9755,147.0505
-36.9616,147.0742
-36.9856,147.0735
-36.9638,147.061
-37.7275,146.5644
-36.9807,147.0789
-36.9426,147.0691
-36.9521,147.0719
-36.9544,147.0582
-36.9835,147.0859
-36.9595,147.0867
-37.7296,146.5517
-36.9712,147.0764
-36.9733,147.0635
-37.7813,146.6321
-36.9324,147.0655
-36.9674,147.116
-37.7186,146.57
-37.717,146.5584
-37.8006,146.7707
-36.9766,147.1143
-36.9233,147.0676
-37.0094,147.0897
-36.9506,147.0615
-36.9415,147.0634
-36.9956,147.0575
-36.9659,147.105
-36.9644,147.094
-37.8994,146.4823
-36.9781,147.1253
-36.9972,147.069
-36.9249,147.0792
-37.7346,146.6313
-37.712,146.5706
-37.7406,146.5926
-37.7252,146.5662
-37.7168,146.5768
-37.7274,146.5974
-37.7429,146.6236
-37.7561,146.6192
-37.716,146.6263
-37.7054,146.6046
-37.714,146.5981
-37.7212,146.6333
-37.7295,146.6254
-37.7324,146.6041
-37.7299,146.5721
-37.719,146.6049
-37.7539,146.59
-37.7035,146.5789
-37.7466,146.615
-37.7414,146.6109
-37.9039,146.4548
-37.763,146.6204
-37.9093,146.4627
-37.7577,146.6152
-37.0136,147.0704
-37.019,147.1127
-36.9976,147.1181
-37.0123,147.0786
-36.9958,147.047
-37.0139,147.0645
-36.9449,147.051
-37.7046,146.5797
-37.022,147.0858
-37.0041,147.0624
-37.009,147.1119
-36.9877,147.1166
-36.9942,147.0609
-37.0032,147.0607
-36.9918,147.1181
-37.0328,147.0632
-37.0069,147.049
-36.9829,147.04
-36.9895,147.1322
-36.9566,147.0277
-36.9398,147.0465
-37.0268,147.0772
-37.0178,147.1207
-37.006,147.1149
-36.9691,147.0299
-36.946,147.0311
-36.9441,147.0258
-36.9416,147.0517
-36.9939,147.1109
-37.684,146.542
-37.0134,147.1422
-37.6996,146.5253
-36.9708,147.036
-37.0013,147.1376
-36.9584,147.0337
-37.7055,146.5336
-37.0283,147.0846
-37.0796,147.1483
-36.995,147.044
-37.71,146.512
-37.7113,146.5299
-37.0652,147.1532
-37.7019,146.5321
-37.0259,147.0701
-37.6811,146.5561
-36.9508,147.0257
-36.9856,147.1184
-36.9734,147.0451
-36.94,147.0475
-36.9875,147.1302
-37.7059,146.5559
-37.7039,146.5442
-36.9895,147.1425
-37.0745,147.1512
-37.0099,147.1487
-37.6945,146.5462
-36.9307,147.0495
-37.006,147.1252
-37.0152,147.1226
-37.0318,147.1063
-37.6925,146.5342
-37.0633,147.1413
-37.0858,147.1614
