latout,lonout
-37.3338,142.8195
-37.346,142.799
-37.3444,142.8103
-37.3428,142.8216
-37.3412,142.8328
-37.3551,142.8011
-37.3534,142.8123
-37.3518,142.8236
-37.3502,142.8349
-37.3595,142.832
-37.3685,142.8341
-36.5765,143.149
-36.5782,143.1378
-36.569,143.1405
-37.2814,142.7959
-37.3174,142.8041
-37.3264,142.8062
-37.3248,142.8174
-37.3611,142.8207
-37.3701,142.8228
-36.7851,141.3957
-37.0948,142.0693
-37.0949,142.0614
-37.0933,142.0758
-36.5369,141.072
-36.5475,141.0737
-36.5581,141.0754
-36.4887,141.4205
-36.6144,141.2496
-36.6128,141.2381
-36.6207,141.2423
-37.0738,142.075
-37.1099,142.0907
-37.1116,142.102
-37.1446,142.11
-37.1221,142.1184
-37.1346,142.1072
-37.1321,142.1211
-37.1471,142.0959
-37.1421,142.1239
-37.1546,142.1129
-37.1521,142.1269
-38.2291,147.1685
-36.384,144.7208
-37.0415,144.7515
-37.0309,144.7484
-36.3809,144.7373
