acq_date,latitude,longitude
2008-10-01,-12.4301,141.9203
2008-10-01,-12.4336,141.9253
2008-10-01,-12.3659,141.8977
2008-10-01,-11.5122,142.3468
2008-10-01,-12.3167,141.7298
2008-10-01,-11.5201,142.339
2008-10-01,-12.431,141.9043
2008-10-01,-14.4927,132.8021
2008-10-01,-14.4863,132.7988
2008-10-01,-14.4878,132.8089
2008-10-01,-12.8358,136.1892
2008-10-01,-12.634,136.2599
2008-10-01,-12.6431,136.2586
2008-10-01,-13.1772,142.5197
2008-10-01,-12.978,142.5383
2008-10-01,-13.6862,141.6605
2008-10-01,-13.6896,141.6655
2008-10-01,-13.0913,142.4398
2008-10-01,-11.5588,131.0702
2008-10-01,-12.7538,135.4332
2008-10-01,-12.3391,134.4371
2008-10-01,-12.3378,134.4279
2008-10-01,-12.7525,135.424
2008-10-01,-12.4255,131.8615
2008-10-01,-13.0856,132.8041
2008-10-01,-13.1884,142.4939
2008-10-01,-13.0885,142.4162
2008-10-01,-13.5791,131.9639
2008-10-01,-13.5607,134.4749
2008-10-01,-13.1528,142.4808
2008-10-01,-14.1181,136.5356
2008-10-01,-13.1437,142.4751
2008-10-01,-13.1499,142.4569
2008-10-01,-12.7973,142.1433
2008-10-01,-13.8607,134.2023
2008-10-01,-13.6164,130.8488
2008-10-01,-13.869,134.0139
2008-10-01,-13.7258,141.6557
2008-10-01,-13.1577,142.4734
2008-10-01,-13.5683,134.4643
2008-10-01,-13.5593,134.4657
2008-10-01,-13.0872,132.8144
2008-10-01,-13.069,142.4239
2008-10-01,-13.0746,142.4178
2008-10-01,-15.3922,133.0664
2008-10-01,-15.3937,133.0762
2008-10-01,-16.3681,127.1251
2008-10-01,-16.3454,127.1522
2008-10-01,-16.4014,127.1798
2008-10-01,-16.4064,127.186
2008-10-01,-16.4025,127.1639
2008-10-01,-16.372,127.1471
2008-10-01,-16.3587,127.1496
2008-10-01,-15.4249,126.8895
2008-10-01,-15.9665,127.3023
2008-10-01,-15.434,126.8949
2008-10-01,-19.3867,129.0764
2008-10-01,-19.3976,129.0743
2008-10-01,-19.4121,129.0274
2008-10-01,-19.416,129.0356
2008-10-01,-19.2196,129.179
2008-10-01,-19.2221,129.1931
2008-10-01,-19.2281,129.1629
2008-10-01,-19.2831,129.2048
2008-10-01,-19.265,129.1647
2008-10-01,-19.259,129.1947
2008-10-01,-19.2566,129.1807
2008-10-01,-19.2541,129.1666
2008-10-01,-19.2482,129.1967
2008-10-01,-19.2458,129.1826
2008-10-01,-19.2433,129.1686
2008-10-01,-19.2568,129.2012
2008-10-01,-19.2545,129.1871
2008-10-01,-19.2521,129.173
2008-10-01,-19.246,129.2032
2008-10-01,-19.2437,129.1891
2008-10-01,-19.2413,129.175
2008-10-01,-19.2329,129.1911
2008-10-01,-19.2305,129.177
2008-10-01,-19.3266,129.117
2008-10-01,-19.3358,129.122
2008-10-01,-19.325,129.1241
2008-10-01,-19.2389,129.1609
2008-10-01,-19.2497,129.1589
2008-10-01,-19.2408,129.1544
2008-10-01,-18.7741,126.7415
2008-10-01,-18.7701,126.72
2008-10-01,-19.8333,135.6437
2008-10-01,-19.8609,135.7047
2008-10-01,-19.8624,135.7154
2008-10-01,-19.8807,135.7783
2008-10-01,-20.4616,118.593
2008-10-01,-20.4814,118.628
2008-10-01,-20.4873,118.6224
2008-10-01,-35.4258,150.2286
2008-10-01,-31.1852,148.4891
2008-10-01,-31.2842,152.5398
2008-10-01,-33.0692,151.3216
2008-10-01,-33.0714,151.3087
2008-10-01,-31.3599,152.76
2008-10-01,-31.363,152.7433
2008-10-01,-27.8711,147.3878
2008-10-01,-28.6227,147.8391
2008-10-01,-27.8695,147.3982
2008-10-01,-28.6211,147.8496
2008-10-01,-29.652,148.577
2008-10-01,-28.2096,147.5856
2008-10-01,-28.208,147.5961
2008-10-01,-25.1764,149.9532
2008-10-01,-25.1815,147.8692
2008-10-01,-25.1635,149.9647
2008-10-01,-25.1498,149.9183
2008-10-01,-25.174,149.9671
2008-10-01,-25.1659,149.9507
2008-10-01,-25.1683,149.937
2008-10-01,-25.2243,149.7374
2008-10-01,-23.8937,147.7266
2008-10-01,-26.2796,149.9259
2008-10-01,-26.1326,151.2697
2008-10-01,-24.075,147.8077
2008-10-01,-24.0767,147.7967
2008-10-01,-26.2339,150.8352
2008-10-01,-25.1926,147.8602
2008-10-01,-25.1832,147.8584
2008-10-01,-26.0151,146.5037
2008-10-01,-25.0077,148.5203
2008-10-01,-23.7408,148.6102
2008-10-01,-24.3055,149.7079
2008-10-01,-24.3125,149.6669
2008-10-01,-24.2973,149.692
2008-10-01,-23.8919,147.7375
2008-10-01,-24.4508,147.5793
2008-10-01,-24.5522,147.857
2008-10-01,-24.5465,147.8606
2008-10-01,-25.4166,145.6219
2008-10-01,-25.409,145.6104
2008-10-01,-24.2056,147.4367
2008-10-01,-26.5847,151.2698
2008-10-01,-23.836,146.1146
2008-10-01,-21.3708,147.7404
2008-10-01,-21.3806,147.7422
2008-10-01,-21.3923,147.7325
2008-10-01,-23.3889,146.2181
2008-10-01,-23.6214,147.6329
2008-10-01,-22.6299,145.4953
2008-10-01,-22.6284,145.505
2008-10-01,-20.3407,145.5468
2008-10-01,-22.6479,145.4984
2008-10-01,-19.5902,145.6405
2008-10-01,-18.5349,145.8521
2008-10-01,-19.572,145.6373
2008-10-01,-19.5705,145.6472
2008-10-01,-18.5365,145.842
2008-10-01,-19.5734,145.6275
2008-10-01,-20.3692,144.214
2008-10-01,-19.5811,145.6389
2008-10-01,-19.6066,146.6066
2008-10-01,-19.334,146.639
2008-10-01,-19.2971,146.5392
2008-10-01,-19.2799,146.5246
2008-10-01,-19.8905,135.6861
2008-10-01,-19.8754,135.6845
2008-10-01,-19.8658,135.6231
2008-10-01,-19.8451,135.6812
2008-10-01,-19.8479,135.6514
2008-10-01,-19.8506,135.6214
2008-10-01,-19.8891,135.7091
2008-10-01,-19.874,135.7075
2008-10-01,-19.8678,135.6165
2008-10-01,-19.8467,135.6746
2008-10-01,-19.8497,135.6448
2008-10-01,-19.8316,135.673
2008-10-01,-19.8999,135.747
2008-10-01,-19.9028,135.7175
2008-10-01,-19.8848,135.7453
2008-10-01,-19.8877,135.7158
2008-10-01,-19.886,135.7386
2008-10-01,-14.4772,141.8047
2008-10-01,-14.0655,143.4109
2008-10-01,-14.4758,141.8144
2008-10-01,-14.4988,141.8333
2008-10-01,-14.6085,141.7067
2008-10-01,-14.4869,141.8513
2008-10-01,-14.4684,144.5433
2008-10-01,-14.461,144.5462
2008-10-01,-14.8852,144.9609
2008-10-01,-13.4158,143.5754
