acq_date,latitude,longitude
2019-12-01,-33.2906,150.3609
2019-12-01,-33.2888,150.3498
2019-12-01,-32.9787,150.3048
2019-12-01,-33.2881,150.448
2019-12-01,-33.287,150.3387
2019-12-01,-33.2852,150.3274
2019-12-01,-33.2939,150.4404
2019-12-01,-33.2924,150.372
2019-12-01,-33.3206,150.5484
2019-12-01,-33.3015,150.3699
2019-12-01,-33.2998,150.3587
2019-12-01,-33.2962,150.3365
2019-12-01,-33.298,150.3476
2019-12-01,-32.33,150.1357
2019-12-01,-32.305,150.1948
2019-12-01,-34.0273,150.0514
2019-12-01,-34.0199,150.0055
2019-12-01,-34.007,150.1026
2019-12-01,-35.3575,149.5279
2019-12-01,-34.031,150.015
2019-12-01,-34.0291,150.0031
2019-12-01,-34.0347,150.038
2019-12-01,-34.0328,150.0267
2019-12-01,-35.4276,150.147
2019-12-01,-35.3631,149.6221
2019-12-01,-35.4258,150.1358
2019-12-01,-35.3613,149.6105
2019-12-01,-35.4401,150.1672
2019-12-01,-35.4293,150.1582
2019-12-01,-35.4384,150.156
2019-12-01,-35.352,149.5531
2019-12-01,-35.3594,149.5989
2019-12-01,-35.3557,149.5759
2019-12-01,-35.4369,150.0867
2019-12-01,-35.365,149.6336
2019-12-01,-35.3759,149.7016
2019-12-01,-35.3668,149.645
2019-12-01,-35.3686,149.6563
2019-12-01,-35.4387,150.0981
2019-12-01,-35.444,150.1315
2019-12-01,-35.4736,150.1529
2019-12-01,-35.4754,150.1642
2019-12-01,-35.4719,150.1417
2019-12-01,-33.7605,150.2931
2019-12-01,-35.4701,150.1305
2019-12-01,-33.9849,150.1423
2019-12-01,-33.9831,150.1312
2019-12-01,-33.9775,150.1388
2019-12-01,-35.3851,149.6995
2019-12-01,-35.4646,150.1549
2019-12-01,-33.9905,150.1181
2019-12-01,-33.9923,150.1292
2019-12-01,-33.9833,150.0149
2019-12-01,-35.4513,150.1184
2019-12-01,-35.4496,150.1071
2019-12-01,-35.446,150.0845
2019-12-01,-35.3887,149.7224
2019-12-01,-35.3906,149.7338
2019-12-01,-35.4576,150.1105
2019-12-01,-35.3626,149.5201
2019-12-01,-35.3961,149.726
2019-12-01,-35.3905,149.6917
2019-12-01,-33.9815,150.0036
2019-12-01,-35.4686,150.0611
2019-12-01,-35.479,150.1867
2019-12-01,-35.4704,150.0723
2019-12-01,-35.5249,150.0598
2019-12-01,-35.485,150.0459
2019-12-01,-35.4777,150.059
2019-12-01,-35.4732,149.6311
2019-12-01,-35.4827,150.1508
2019-12-01,-35.4759,150.0479
2019-12-01,-35.4868,150.057
2019-12-01,-35.4565,149.7473
2019-12-01,-35.5187,150.2005
2019-12-01,-35.517,150.1893
2019-12-01,-35.4455,149.5601
2019-12-01,-35.4547,149.7359
2019-12-01,-35.4657,149.7452
2019-12-01,-35.5032,150.0414
2019-12-01,-35.4638,149.7338
2019-12-01,-35.462,149.7223
2019-12-01,-35.4307,149.528
2019-12-01,-35.4713,149.6197
2019-12-01,-35.4748,149.743
2019-12-01,-35.4695,149.6083
2019-12-01,-35.4565,149.5695
2019-12-01,-35.473,149.7316
2019-12-01,-35.4712,149.7201
2019-12-01,-35.4547,149.558
2019-12-01,-35.4492,149.5833
2019-12-01,-35.4473,149.5717
2019-12-01,-35.5267,150.0711
2019-12-01,-35.4621,149.604
2019-12-01,-35.4602,149.5924
2019-12-01,-35.4584,149.5811
2019-12-01,-35.4712,149.6611
2019-12-01,-35.4694,149.6499
2019-12-01,-35.4934,149.6385
2019-12-01,-35.5475,150.0952
2019-12-01,-35.4787,149.6651
2019-12-01,-35.4751,149.6428
2019-12-01,-35.4769,149.654
2019-12-01,-35.4915,149.6268
2019-12-01,-35.5493,150.1063
2019-12-01,-35.4824,149.6291
2019-12-01,-35.4805,149.6177
2019-12-01,-12.3705,136.7041
2019-12-01,-12.4079,136.8097
2019-12-01,-12.4191,136.8083
2019-12-01,-12.3711,136.6976
2019-12-01,-12.4098,136.8243
2019-12-01,-16.8565,137.3948
2019-12-01,-16.844,137.3963
2019-12-01,-16.5167,136.1487
2019-12-01,-16.4696,136.1395
2019-12-01,-16.5054,136.1501
2019-12-01,-12.7057,132.5445
2019-12-01,-16.4941,136.1517
2019-12-01,-14.0917,135.0518
2019-12-01,-14.108,127.3087
2019-12-01,-16.4922,136.1366
2019-12-01,-16.4828,136.1532
2019-12-01,-16.4809,136.1381
2019-12-01,-14.8064,125.6496
2019-12-01,-16.4715,136.1547
2019-12-01,-16.4847,136.1686
2019-12-01,-16.8554,137.4014
2019-12-01,-15.7288,127.4731
2019-12-01,-15.7266,127.4602
2019-12-01,-15.7244,127.4471
2019-12-01,-15.7222,127.4342
2019-12-01,-15.4657,124.9026
2019-12-01,-15.4623,124.883
2019-12-01,-15.7328,127.4323
2019-12-01,-15.7349,127.4452
2019-12-01,-15.4529,124.9053
2019-12-01,-15.4642,124.8969
2019-12-01,-16.6119,129.6202
2019-12-01,-15.4771,124.8946
2019-12-01,-16.6062,129.6272
2019-12-01,-15.4901,124.893
2019-12-01,-16.6046,129.6172
2019-12-01,-15.5029,124.8909
2019-12-01,-16.3023,124.0554
2019-12-01,-16.3091,124.0467
2019-12-01,-16.3157,124.0529
2019-12-01,-15.716,127.4619
2019-12-01,-16.5712,123.664
2019-12-01,-15.7158,127.4947
2019-12-01,-15.7033,127.4506
2019-12-01,-15.7011,127.4706
2019-12-01,-15.6989,127.4575
2019-12-01,-15.7095,127.4557
2019-12-01,-15.7138,127.4489
2019-12-01,-15.7055,127.4637
2019-12-01,-16.3268,124.0673
2019-12-01,-16.3133,124.0693
2019-12-01,-17.4952,122.3691
2019-12-01,-28.3094,125.4453
2019-12-01,-28.1813,125.423
2019-12-01,-24.1118,113.5016
2019-12-01,-24.1267,113.5072
2019-12-01,-24.1119,113.5086
2019-12-01,-24.1266,113.5002
2019-12-01,-32.9671,150.3621
2019-12-01,-32.9348,150.9018
2019-12-01,-34.0828,150.303
2019-12-01,-32.3042,150.0638
2019-12-01,-32.3074,150.047
2019-12-01,-32.9312,150.9204
2019-12-01,-34.0796,150.3197
2019-12-01,-34.0765,150.3361
2019-12-01,-32.9239,150.9583
2019-12-01,-34.1248,150.1424
2019-12-01,-34.1215,150.1595
2019-12-01,-34.1183,150.1765
2019-12-01,-34.112,150.2095
2019-12-01,-34.0832,150.2977
2019-12-01,-32.9381,150.4025
2019-12-01,-32.9232,150.8987
2019-12-01,-34.0887,150.272
2019-12-01,-32.8971,150.9703
2019-12-01,-32.9703,150.3456
2019-12-01,-32.9116,150.8954
2019-12-01,-32.9006,150.952
2019-12-01,-32.9196,150.9175
2019-12-01,-32.9159,150.9362
2019-12-01,-32.9086,150.9742
2019-12-01,-32.905,150.9925
2019-12-01,-32.8734,150.9039
2019-12-01,-32.9154,150.8763
2019-12-01,-32.9816,150.3483
2019-12-01,-32.9927,150.3512
2019-12-01,-32.8697,150.9226
2019-12-01,-33.0026,150.2997
2019-12-01,-32.9993,150.317
2019-12-01,-32.9945,150.2806
2019-12-01,-32.9914,150.2968
2019-12-01,-32.9314,150.438
2019-12-01,-34.0801,150.3143
2019-12-01,-34.077,150.3309
2019-12-01,-34.1012,150.2065
2019-12-01,-34.098,150.2233
2019-12-01,-34.0949,150.2399
2019-12-01,-34.0917,150.2566
2019-12-01,-34.0688,150.3167
2019-12-01,-34.0752,150.2832
