latitude,longitude
-36.49844648,147.8348604
-37.88365068,141.7499753
-37.47544467,148.9121697
-37.07716148,147.2326136
-37.45138871,149.3385562
-37.21231945,148.1486522
-36.913285,146.651489
-37.62724,143.332248
-36.24080698,141.9554465
-37.56408088,147.5319961
